id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1235689608517685252,pepparsteve,RT @besttechie: Why tech is necessary to fight climate change https://t.co/GAdkrrtujQ #ClimateChange #ClimateChangeIsReal #GreenEnergy https://t.co/JxwAPYzatY,Thu Mar 05 22:12:15 +0000 2020,05/03/2020 22:12:15,,,,,776103870791618560,,"<a href=""http://youtube.com"" rel=""nofollow"">VictorsRetweetBot</a>",http://pbs.twimg.com/profile_images/1119955892420665344/-bJSqbts_normal.png,744,41,"Ekerö, Sverige",http://twitter.com/pepparsteve/statuses/1235689608517685252,"{""hashtags"":[{""text"":""ClimateChange"",""indices"":[86,100]},{""text"":""ClimateChangeIsReal"",""indices"":[101,121]},{""text"":""GreenEnergy"",""indices"":[122,134]}],""symbols"":[],""user_mentions"":[{""screen_name"":""besttechie"",""name"":""BestTechie"",""id"":5773662,""id_str"":""5773662"",""indices"":[3,14]}],""urls"":[{""url"":""https://t.co/GAdkrrtujQ"",""expanded_url"":""https://bt.gd/2IkyIRC"",""display_url"":""bt.gd/2IkyIRC"",""indices"":[62,85]}]}"
1235689592575193089,TubaMan1701,"Interesting how we need to listen to scientists about the #coronavirus but not about #ClimateChange 
Which one is it?  Do we trust scientists or not?",Thu Mar 05 22:12:11 +0000 2020,05/03/2020 22:12:11,,,,,4694188718,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1197746752025223168/8_LX95ap_normal.jpg,52,126,,http://twitter.com/TubaMan1701/statuses/1235689592575193089,"{""hashtags"":[{""text"":""coronavirus"",""indices"":[58,70]},{""text"":""ClimateChange"",""indices"":[85,99]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1235689587663462400,lorjayzee2,"RT @AllanMargolin: #Climatechange tops agenda during UK voting season https://t.co/zA9fJGYQI2 via @FT 

@SaleemulHuq @GreenpeaceUK @tveitdal @Pastpreservers @BSuhic @ElizabethEThorp @MoRandolph130 @seraphicpetal @LyndaPole @K_Thomas_Ross @lorjayzee2 @hannahkauthor @YarosisNancy @MarilouGeorge https://t.co/lU951foeq0",Thu Mar 05 22:12:10 +0000 2020,05/03/2020 22:12:10,,,,,977918752393080832,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/979641746228264960/qK3tJErE_normal.jpg,17374,17265,"Manhattan, NY & LA",http://twitter.com/lorjayzee2/statuses/1235689587663462400,"{""hashtags"":[{""text"":""Climatechange"",""indices"":[19,33]}],""symbols"":[],""user_mentions"":[{""screen_name"":""AllanMargolin"",""name"":""Allan Margolin"",""id"":456865788,""id_str"":""456865788"",""indices"":[3,17]},{""screen_name"":""FT"",""name"":""Financial Times"",""id"":18949452,""id_str"":""18949452"",""indices"":[98,101]},{""screen_name"":""SaleemulHuq"",""name"":""Saleemul Huq"",""id"":25081451,""id_str"":""25081451"",""indices"":[104,116]},{""screen_name"":""GreenpeaceUK"",""name"":""Greenpeace UK"",""id"":4012161,""id_str"":""4012161"",""indices"":[117,130]}],""urls"":[{""url"":""https://t.co/zA9fJGYQI2"",""expanded_url"":""http://ow.ly/dFpm30qngwQ"",""display_url"":""ow.ly/dFpm30qngwQ"",""indices"":[70,93]}]}"
1235689557544390656,Exelon,We stand with the majority of Americans who want more access to clean energy and increased action on #ClimateChange. A recent federal order threatens progress by interfering with state efforts to encourage clean energy. Read what states can do: https://t.co/7NTbiQyhjt,Thu Mar 05 22:12:03 +0000 2020,05/03/2020 22:12:03,,,,,62643747,,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Khoros</a>",http://pbs.twimg.com/profile_images/1057726260128956417/yLnMJNfm_normal.jpg,19979,1390,Headquartered in Chicago,http://twitter.com/Exelon/statuses/1235689557544390656,"{""hashtags"":[{""text"":""ClimateChange"",""indices"":[101,115]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/7NTbiQyhjt"",""expanded_url"":""http://bit.ly/3cz0ckj"",""display_url"":""bit.ly/3cz0ckj"",""indices"":[245,268]}]}"
1235689521552830466,yusdiADHA,"RT @majidahhashim: Thousands of #RedJellyfish have washed up to the beaches of #Labuan. These are unknown non-native species.

In the last few months, #ClimateChange has brought #orcas, the deadly #PortugueseManOfWar and now this to our shores. Why haven't we declared a #ClimateEmergency yet?! https://t.co/zP91KPISoK",Thu Mar 05 22:11:54 +0000 2020,05/03/2020 22:11:54,,,,,292216263,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/624185356452139008/MSq4eAu8_normal.jpg,398,769,,http://twitter.com/yusdiADHA/statuses/1235689521552830466,"{""hashtags"":[{""text"":""RedJellyfish"",""indices"":[32,45]},{""text"":""Labuan"",""indices"":[79,86]}],""symbols"":[],""user_mentions"":[{""screen_name"":""majidahhashim"",""name"":""Majidah Hashim"",""id"":73320704,""id_str"":""73320704"",""indices"":[3,17]}],""urls"":[]}"
1235689517853675523,mocleanair,"RT @cleanenergyorg: ☀️Today, the @floridapsc unanimously approved the largest community #solar program in the US. SolarTogether will expand low-cost, #cleanenergy in the Sunshine State &amp; will reduce #Florida's dependence on fossil fuels that contribute to #climatechange.☀️

https://t.co/45erthYCip https://t.co/BzqIxKhLWy",Thu Mar 05 22:11:53 +0000 2020,05/03/2020 22:11:53,,,,,2374047018,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/441257216989884416/8sUyHJML_normal.jpeg,358,442,Southeast,http://twitter.com/mocleanair/statuses/1235689517853675523,"{""hashtags"":[{""text"":""solar"",""indices"":[88,94]}],""symbols"":[],""user_mentions"":[{""screen_name"":""cleanenergyorg"",""name"":""Southern Alliance for Clean Energy"",""id"":92029221,""id_str"":""92029221"",""indices"":[3,18]},{""screen_name"":""floridapsc"",""name"":""Florida PSC"",""id"":266770142,""id_str"":""266770142"",""indices"":[33,44]}],""urls"":[]}"
1235689474568392716,Sebasti34996356,"RT @MatekwaDanson: Time for us not to be greedy, it's time for us to be green!!

#ClimateEmergency #ClimateCrisis #ClimateChange #trees @patriciakombo https://t.co/YPKeG9PlyG",Thu Mar 05 22:11:43 +0000 2020,05/03/2020 22:11:43,,,,,983111527497719808,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1047247139401859073/iecVOHjh_normal.jpg,187,45,Deutschland,http://twitter.com/Sebasti34996356/statuses/1235689474568392716,"{""hashtags"":[{""text"":""ClimateEmergency"",""indices"":[81,98]},{""text"":""ClimateCrisis"",""indices"":[99,113]},{""text"":""ClimateChange"",""indices"":[114,128]},{""text"":""trees"",""indices"":[129,135]}],""symbols"":[],""user_mentions"":[{""screen_name"":""MatekwaDanson"",""name"":""Voice of the Earth 🌍"",""id"":3426601402,""id_str"":""3426601402"",""indices"":[3,17]}],""urls"":[]}"
1235689457673633792,wilthahwa,"Professor of Physics explaining why #CO2 models are failing reality &amp; alarmists believing in alleged #science actually believe in #sciencefiction. Btw #climatechange always was, is and will be and those denying the past changes are the real #climatechangedeniers not vice versa. https://t.co/H1xLtcaeEI",Thu Mar 05 22:11:39 +0000 2020,05/03/2020 22:11:39,,,,,754105665157758977,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/781460127190777856/7toV5opo_normal.jpg,142,248,Czechia,http://twitter.com/wilthahwa/statuses/1235689457673633792,"{""hashtags"":[{""text"":""CO2"",""indices"":[36,40]},{""text"":""science"",""indices"":[105,113]},{""text"":""sciencefiction"",""indices"":[134,149]},{""text"":""climatechange"",""indices"":[155,169]},{""text"":""climatechangedeniers"",""indices"":[245,266]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/H1xLtcaeEI"",""expanded_url"":""https://twitter.com/CarbonCriminal/status/1216263365510750208"",""display_url"":""twitter.com/CarbonCriminal…"",""indices"":[283,306]}]}"
1235689455979134976,byrnes_terence,"RT @welosthim: #climatechangehysteria #climatechange

90% Of Japan’s Rural Stations Show Cooling Or No Trend Over Past 2 Decades! https://t.co/rMN4QLsz7L via @JWSpry",Thu Mar 05 22:11:38 +0000 2020,05/03/2020 22:11:38,,,,,1073402682633637888,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1121553332365959169/SCV53fMw_normal.png,135,135,Grafton NSW Australia,http://twitter.com/byrnes_terence/statuses/1235689455979134976,"{""hashtags"":[{""text"":""climatechangehysteria"",""indices"":[15,37]},{""text"":""climatechange"",""indices"":[38,52]}],""symbols"":[],""user_mentions"":[{""screen_name"":""welosthim"",""name"":""Elizabeth"",""id"":92928883,""id_str"":""92928883"",""indices"":[3,13]}],""urls"":[]}"
1235689451466055680,RylundJohnson,RT @Nahendeh_MLA: Earlier this week I had the pleasure of meeting with students to talk about climate change. There were some great ideas shared and I look forward to meeting again! Also in attendance were @RylundJohnson  and @kevinframelake. #nwtpoli #gnwt #climatechange #students #youth https://t.co/LYpjX3bMmD,Thu Mar 05 22:11:37 +0000 2020,05/03/2020 22:11:37,,,,,912453535299551232,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1145069579867250688/H1b9N3i7_normal.jpg,332,1224,Yellowknife,http://twitter.com/RylundJohnson/statuses/1235689451466055680,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Nahendeh_MLA"",""name"":""Shane Thompson"",""id"":4042946180,""id_str"":""4042946180"",""indices"":[3,16]}],""urls"":[]}"
